"ID","URL","PDF","Country","Province","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Patient setting","Outcome","Treatment","Size"
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Japan","Tokyo","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"South Korea","Daegu","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"South Korea","Seoul","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Netherlands","Amsterdam","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Singapore","Singapore","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Spain","Asturias","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Spain","Madrid","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Spain","Barcelona","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Spain","Bizkaia","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Spain","Sevilla","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Spain","Valencia","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Sweden","Stockholm","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Switzerland","Bern","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Taiwan","Taipei","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Taiwan","Taipei City","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United Kingdom","London","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United Kingdom","Edinburgh","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United Kingdom","Glasgow","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United Kingdom","Liverpool","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United Kingdom","Manchester","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United Kingdom","Plymouth","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United Kingdom","Sheffield","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","California","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Florida","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Louisiana","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Michigan","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","New Jersey","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","New York","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","North Carolina","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Ohio","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Pennsylvania","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Texas","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Virginia","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Washington","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia","mAb, Other, SOC",300
"NCT04401410","https://clinicaltrials.gov/show/NCT04401410",NA,"United States","Washington, Dc","2020-May",NA,"Not Recruiting","Single-Arm","Open-Label",2,"Confirmed","Hospital","Hospitalization, Invasive Mechanical Ventilation or ECMO","Other",20
"CHICTR2000030000","http://www.chictr.org.cn/showproj.aspx?proj=49748",NA,"China","Jiangxi","2020-Feb",NA,"Recruiting","Non-Randomised","Unspecified",5,"Confirmed","Hospital","Viral Load or Clearance, Adverse Events, PaO2-FiO2, Respiratory Rate","DAA, IFN, TCM",50
"CHICTR2000029759","http://www.chictr.org.cn/showproj.aspx?proj=49352",NA,"China","Chongqing","2020-Feb","2020-May","Suspended","Randomised","Open-Label",3,"Confirmed","Hospital","ICU Admission, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea","IFN + Other, LPV/r + IFN, Umifenovir + IFN",60
"CHICTR2000030702","http://www.chictr.org.cn/showproj.aspx?proj=50537",NA,"China","Beijing","2020-Mar","2020-Aug","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Dyspnea, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","Plasma based therapy, SOC",50
"CHICTR2000030260","http://www.chictr.org.cn/showproj.aspx?proj=50130",NA,"China","Sichuan","2020-Feb","2021-Feb","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","C-Reactive Protein, IL-6, Tumor Necrosis Factor (Any), White Blood Cell Count, Albumin","Nutrition, SOC",20
"NCT04333420","https://ClinicalTrials.gov/show/NCT04333420",NA,"Netherlands","Amsterdam","2020-Apr","2020-Oct","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Viral Load or Clearance, PaO2-FiO2","IFN, SOC",130
"IRCT20080901001165N52","http://en.irct.ir/trial/47641",NA,"Iran","Tehran","2020-May","2020-Jun","Completed","Randomised","Open-Label",2,"Confirmed","Hospital","ICU Admission, Hospitalization, Hospital Discharge, Shock, Hypoxemia","Corticosteroids, SOC",50
"CHICTR2000030179","http://www.chictr.org.cn/showproj.aspx?proj=50059",NA,"China","Jiangxi","2020-Feb","2020-Apr","Recruiting","Randomised","Unspecified",2,"Confirmed","Hospital","Mortality, Hospitalization, Viral Load or Clearance","Plasma based therapy, SOC",100
"NCT04293887","https://ClinicalTrials.gov/show/NCT04293887",NA,"China","Hebei","2020-Mar","2020-May","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","ICU Admission, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Treatment-emergent Adverse Events, Respiratory Rate","IFN, SOC",328
"CHICTR2000030167","http://www.chictr.org.cn/showproj.aspx?proj=49567",NA,"China","Hubei","2020-Feb","2020-Sep","Not Recruiting","Randomised","Unspecified",2,"Confirmed","Hospital","Mortality, Hospitalization, Viral Load or Clearance, C-Reactive Protein, Natural Killer Cell Count, CD4, CD8","IFN, SOC",80
"CHICTR2000029765","http://www.chictr.org.cn/showproj.aspx?proj=49409",NA,"China","Anhui","2020-Feb","2020-May","Recruiting","Randomised","Unspecified",2,"Confirmed","Hospital","Mortality, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO","SOC, TCZ",188
"NCT04291729","https://ClinicalTrials.gov/show/NCT04291729",NA,"China","Jiangxi","2020-Mar","2020-Mar","Completed","Single-Arm","Open-Label",1,"Confirmed","Hospital","ICU Admission, Hospitalization, Visits or Returns to Emergency Department, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, Adverse Events, Serious Adverse Events","DAA + IFN",11
"NCT04332042","https://ClinicalTrials.gov/show/NCT04332042",NA,"Italy","Ancona","2020-Apr","2020-Jun","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","JAKi",50
"IRCT20200421047150N1","http://en.irct.ir/trial/47964",NA,"Iran","Tehran","2020-May","2020-Oct","Recruiting","Randomised","Triple",2,"Confirmed","Hospital","Mortality, Pneumonia or ARDS, Radiographic Findings","SOC, Stem cells",90
"NCT04412252","https://ClinicalTrials.gov/show/NCT04412252",NA,"United States","Ohio","2020-Jun","2020-Sep","Not Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","JAKi, SOC",240
"CHICTR2000033372","http://www.chictr.org.cn/showproj.aspx?proj=54408",NA,"China","Shandong","2020-May","2020-May","Completed","Non-Randomised","Unspecified",2,"Confirmed","Hospital",NA,"DMARD, SOC",30
"NCT04394182","https://clinicaltrials.gov/show/NCT04394182",NA,"Spain","Madrid","2020-May",NA,"Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital","SpO2","Radiation therapy + Non-invasive respiratory support + LPV/r + HCQ + AZT + Other + Anticoagulants + Corticosteroids + TCZ",15
"CHICTR2000029781","http://www.chictr.org.cn/showproj.aspx?proj=49138",NA,"China","Hubei","2020-Feb","2020-Jun","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Fever","SOC, TCM",160
"NCT04288102","https://ClinicalTrials.gov/show/NCT04288102",NA,"China","Hubei","2020-Feb","2020-May","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, CD4, PaO2-FiO2, Radiographic Findings","SOC, Stem cells",100
"KCT0005003","http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=16635",NA,"South Korea","Seoul","2020-May",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Hospital Discharge, Clinical Improvement Score (Any)","Anticoagulants, SOC",84
"NCT04420390","https://ClinicalTrials.gov/show/NCT04420390",NA,"Spain","Madrid","2020-Jun","2020-Jul","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital","Hospitalization, Adverse Events, C-Reactive Protein, Ferritin, D-Dimer, LDH, PaO2-FiO2","Radiation therapy",41
